k_Mpc^-1,P_Mpc^3,Delta2
0.0002222520051422238,16657.96018780501,9.264652667888393e-09
0.0002249577323513453,16850.80871996952,9.718377937582597e-09
0.00022769639946454325,17045.82635270587,1.0194285883266525e-08
0.0002304684074968484,17243.035577424904,1.0693458442159957e-08
0.00023327416234530558,17442.458983268465,1.1217030097543854e-08
0.00023611407484840682,17644.119069288445,1.1766190289668192e-08
0.00023898856084624999,17848.03846406101,1.2342186202086006e-08
0.00024189804124142883,18054.239974379445,1.294632558376801e-08
0.0002448429420606644,18262.74658568882,1.3579979676665807e-08
0.0002478236945171876,18473.581462501825,1.4244586283987777e-08
0.0002508407350738795,18686.767948794055,1.494165298590408e-08
0.0002538945055071816,18902.329568378154,1.5672760509717177e-08
0.00025698545297178437,19120.29002525786,1.643956626186784e-08
0.00026011403006610194,19340.673203959577,1.7243808029492817e-08
0.0002632806948985462,19563.503169841915,1.808730785961837e-08
0.0002664859111546045,19788.804169382922,1.897197612445403e-08
0.000269730148164737,20016.600630443714,1.98998157816522e-08
0.00027301388097309873,20246.917162508696,2.0872926838817397e-08
0.00027633759040709944,20479.778556901205,2.1893511031987568e-08
0.00027970176314780893,20715.20978697474,2.296387672826897e-08
0.000283106891801222,20953.23600827853,2.4086444063286653e-08
0.0002865534749703871,21193.88255869768,2.5263750324614525e-08
0.00029004201732841687,21437.174958505897,2.6498455592801775e-08
0.0002935730296923854,21683.138786814634,2.779334849389518e-08
0.0002971470290981258,21931.799412099102,2.9151352005616762e-08
0.000300764538875938,22183.18228618693,3.057553025364851e-08
0.0003044260887272194,22437.313015820393,3.206909537925255e-08
0.0003081322148020262,22694.21736187825,3.363541464382148e-08
0.00031188345977758086,22953.92123855402,3.5278017871794614e-08
0.000315680372937735,23216.450712488382,3.700060524790266e-08
0.0003195235102533988,23481.83200185743,3.880705548545538e-08
0.00032341343446395157,23750.091475413905,4.070143438316014e-08
0.00032735071515964013,24021.255651481315,4.2688003788775936e-08
0.00033133592886498345,24295.35119690077,4.47712309887646e-08
